packet_id, eth_src_addr,eth_dst_addr,eth_prot,IP_vers,IHL,type_svc,tot_len,id,TTL,IP_prot,IP_prot_name,hdr_chksm,src_ip,dst_ip
201921018522,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,36065,253,6,TCP,16454,34.218.119.33,172.31.15.212
201921018523,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,36321,253,6,TCP,16198,34.218.119.33,172.31.15.212
201921018534,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,28672,36577,253,6,TCP,582,34.218.119.33,172.31.15.212
201921018535,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,24576,24381,255,6,TCP,16872,172.31.15.212,34.218.119.33
201921018536,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,26624,24637,255,6,TCP,14568,172.31.15.212,34.218.119.33
201921018537,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,36833,253,6,TCP,15686,34.218.119.33,172.31.15.212
201921018538,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,37089,253,6,TCP,15430,34.218.119.33,172.31.15.212
201921018539,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,28672,37345,253,6,TCP,65349,34.218.119.33,172.31.15.212
201921018531,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,24576,24893,255,6,TCP,16360,172.31.15.212,34.218.119.33
201921018532,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,26624,25149,255,6,TCP,14056,172.31.15.212,34.218.119.33
201921018533,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,37601,253,6,TCP,14918,34.218.119.33,172.31.15.212
201921018534,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,37857,253,6,TCP,14662,34.218.119.33,172.31.15.212
201921018535,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,28672,38113,253,6,TCP,64581,34.218.119.33,172.31.15.212
201921018536,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,24576,25405,255,6,TCP,15848,172.31.15.212,34.218.119.33
201921018537,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,26624,25661,255,6,TCP,13544,172.31.15.212,34.218.119.33
201921018538,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,38369,253,6,TCP,14150,34.218.119.33,172.31.15.212
201921018539,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,38625,253,6,TCP,13894,34.218.119.33,172.31.15.212
201921018531,0A-C6-BB-35-81-36,FF-FF-FF-FF-FF-FF,1544,0,0,1,8,1030,10,198,Unassigned,13755,129.54.172.31,15.212.0.0
201921018532,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,1544,0,0,1,8,1030,10,130,Unassigned,27371,210.74.172.31,0.2.10.198
201921018533,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,0,15360,59123,255,17,User Datagram,46367,172.31.15.212,172.31.0.2
201921018534,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,0,19456,17166,255,17,User Datagram,18757,172.31.0.2,172.31.15.212
201921018535,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,43008,25917,255,6,TCP,62439,172.31.15.212,34.218.119.33
201921018536,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,0,21504,29152,255,1,ICMP,42531,172.31.15.212,172.217.14.196
201921018537,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,38881,253,6,TCP,13638,34.218.119.33,172.31.15.212
201921018538,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,0,21504,0,44,1,ICMP,6423,172.217.14.196,172.31.15.212
201921018539,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,0,18688,59635,255,17,User Datagram,42527,172.31.15.212,172.31.0.2
201921018531,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,0,28416,17422,255,17,User Datagram,9541,172.31.0.2,172.31.15.212
201921018532,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,51200,26173,255,6,TCP,53991,172.31.15.212,34.218.119.33
201921018533,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,39137,253,6,TCP,13382,34.218.119.33,172.31.15.212
201921018534,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,26629,26429,255,6,TCP,12771,172.31.15.212,34.218.119.33
201921018535,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,39393,253,6,TCP,13126,34.218.119.33,172.31.15.212
201921018546,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,40960,26685,255,6,TCP,63719,172.31.15.212,34.218.119.33
201921018547,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,39649,253,6,TCP,12870,34.218.119.33,172.31.15.212
201921018548,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,0,21504,51936,255,1,ICMP,19747,172.31.15.212,172.217.14.196
201921018549,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,0,21504,0,44,1,ICMP,6423,172.217.14.196,172.31.15.212
201921018541,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,0,18688,244,255,17,User Datagram,36383,172.31.15.212,172.31.0.2
201921018542,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,0,28416,17678,255,17,User Datagram,9285,172.31.0.2,172.31.15.212
201921018543,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,24576,26941,255,6,TCP,14312,172.31.15.212,34.218.119.33
201921018544,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,49152,27197,255,6,TCP,55015,172.31.15.212,34.218.119.33
201921018545,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,39905,253,6,TCP,12614,34.218.119.33,172.31.15.212
201921018546,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,40161,253,6,TCP,12358,34.218.119.33,172.31.15.212
201921018557,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,0,21504,36833,255,1,ICMP,34850,172.31.15.212,172.217.14.196
201921018558,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,0,21504,0,44,1,ICMP,6423,172.217.14.196,172.31.15.212
201921018559,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,0,18688,53748,255,17,User Datagram,48414,172.31.15.212,172.31.0.2
201921018551,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,0,28416,17934,255,17,User Datagram,9029,172.31.0.2,172.31.15.212
201921018552,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,24576,27453,255,6,TCP,13800,172.31.15.212,34.218.119.33
201921018553,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,49152,27709,255,6,TCP,54503,172.31.15.212,34.218.119.33
201921018554,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,40417,253,6,TCP,12102,34.218.119.33,172.31.15.212
201921018555,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,40673,253,6,TCP,11846,34.218.119.33,172.31.15.212
201921018556,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,24576,27965,255,6,TCP,13288,172.31.15.212,34.218.119.33
201921018557,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,22533,28221,255,6,TCP,15075,172.31.15.212,34.218.119.33
201921018558,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,40929,253,6,TCP,11590,34.218.119.33,172.31.15.212
201921018559,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,41185,253,6,TCP,11334,34.218.119.33,172.31.15.212
201921018561,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,0,21504,20706,255,1,ICMP,50977,172.31.15.212,172.217.14.196
201921018562,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,0,21504,0,44,1,ICMP,6423,172.217.14.196,172.31.15.212
201921018563,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,0,18688,15861,255,17,User Datagram,20766,172.31.15.212,172.31.0.2
201921018564,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,0,28416,18190,255,17,User Datagram,8773,172.31.0.2,172.31.15.212
201921018565,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,24576,28477,255,6,TCP,12776,172.31.15.212,34.218.119.33
201921018566,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,49152,28733,255,6,TCP,53479,172.31.15.212,34.218.119.33
201921018567,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,41441,253,6,TCP,11078,34.218.119.33,172.31.15.212
201921018568,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,41697,253,6,TCP,10822,34.218.119.33,172.31.15.212
201921018579,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,0,21504,45538,255,1,ICMP,26145,172.31.15.212,172.217.14.196
201921018571,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,0,21504,0,44,1,ICMP,6423,172.217.14.196,172.31.15.212
201921018572,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,0,18688,22773,255,17,User Datagram,13854,172.31.15.212,172.31.0.2
201921018573,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,0,28416,18446,255,17,User Datagram,8517,172.31.0.2,172.31.15.212
201921018574,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,24576,28989,255,6,TCP,12264,172.31.15.212,34.218.119.33
201921018575,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,49152,29245,255,6,TCP,52967,172.31.15.212,34.218.119.33
201921018576,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,41953,253,6,TCP,10566,34.218.119.33,172.31.15.212
201921018577,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,42209,253,6,TCP,10310,34.218.119.33,172.31.15.212
201921018588,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,0,21504,1763,255,1,ICMP,4385,172.31.15.212,172.217.14.196
201921018589,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,0,21504,0,44,1,ICMP,6423,172.217.14.196,172.31.15.212
201921018581,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,0,18688,2550,255,17,User Datagram,34077,172.31.15.212,172.31.0.2
201921018582,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,0,28416,18702,255,17,User Datagram,8261,172.31.0.2,172.31.15.212
201921018583,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,24576,29501,255,6,TCP,11752,172.31.15.212,34.218.119.33
201921018584,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,49152,29757,255,6,TCP,52455,172.31.15.212,34.218.119.33
201921018585,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,42465,253,6,TCP,10054,34.218.119.33,172.31.15.212
201921018586,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,42721,253,6,TCP,9798,34.218.119.33,172.31.15.212
201921018597,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,0,21504,15331,255,1,ICMP,56352,172.31.15.212,172.217.14.196
201921018598,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,0,21504,0,44,1,ICMP,6423,172.217.14.196,172.31.15.212
201921018599,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,0,18688,19190,255,17,User Datagram,17437,172.31.15.212,172.31.0.2
201921018591,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,0,28416,18958,255,17,User Datagram,8005,172.31.0.2,172.31.15.212
201921018592,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,24576,30013,255,6,TCP,11240,172.31.15.212,34.218.119.33
201921018593,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,49152,30269,255,6,TCP,51943,172.31.15.212,34.218.119.33
201921018594,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,42977,253,6,TCP,9542,34.218.119.33,172.31.15.212
201921018595,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,43233,253,6,TCP,9286,34.218.119.33,172.31.15.212
201921018596,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,24576,30525,255,6,TCP,10728,172.31.15.212,34.218.119.33
201921018597,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,22533,30781,255,6,TCP,12515,172.31.15.212,34.218.119.33
201921018598,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,43489,253,6,TCP,9030,34.218.119.33,172.31.15.212
201921018599,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,43745,253,6,TCP,8774,34.218.119.33,172.31.15.212
20192101901,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,0,21504,28899,255,1,ICMP,42784,172.31.15.212,172.217.14.196
20192101902,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,0,21504,0,44,1,ICMP,6423,172.217.14.196,172.31.15.212
20192101903,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,0,18688,14583,255,17,User Datagram,22044,172.31.15.212,172.31.0.2
20192101904,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,0,28416,19214,255,17,User Datagram,7749,172.31.0.2,172.31.15.212
20192101905,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,24576,31037,255,6,TCP,10216,172.31.15.212,34.218.119.33
20192101906,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,49152,31293,255,6,TCP,50919,172.31.15.212,34.218.119.33
20192101907,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,44001,253,6,TCP,8518,34.218.119.33,172.31.15.212
20192101908,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,44257,253,6,TCP,8262,34.218.119.33,172.31.15.212
20192101919,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,0,21504,18404,255,1,ICMP,53279,172.31.15.212,172.217.14.196
20192101911,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,0,21504,0,44,1,ICMP,6423,172.217.14.196,172.31.15.212
20192101912,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,0,18688,15607,255,17,User Datagram,21020,172.31.15.212,172.31.0.2
20192101913,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,0,28416,19470,255,17,User Datagram,7493,172.31.0.2,172.31.15.212
20192101914,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,51200,31549,255,6,TCP,48615,172.31.15.212,34.218.119.33
20192101915,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,44513,253,6,TCP,8006,34.218.119.33,172.31.15.212
20192101926,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,0,21504,24036,255,1,ICMP,47647,172.31.15.212,172.217.14.196
20192101927,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,0,21504,0,44,1,ICMP,6423,172.217.14.196,172.31.15.212
20192101928,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,0,18688,13560,255,17,User Datagram,23067,172.31.15.212,172.31.0.2
20192101929,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,0,28416,19726,255,17,User Datagram,7237,172.31.0.2,172.31.15.212
20192101921,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,51200,31805,255,6,TCP,48359,172.31.15.212,34.218.119.33
20192101922,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,44769,253,6,TCP,7750,34.218.119.33,172.31.15.212
20192101933,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,0,21504,3813,255,1,ICMP,2335,172.31.15.212,172.217.14.196
20192101934,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,0,21504,0,44,1,ICMP,6423,172.217.14.196,172.31.15.212
20192101935,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,0,18688,16120,255,17,User Datagram,20507,172.31.15.212,172.31.0.2
20192101936,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,0,28416,19982,255,17,User Datagram,6981,172.31.0.2,172.31.15.212
20192101937,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,51200,32061,255,6,TCP,48103,172.31.15.212,34.218.119.33
20192101938,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,45025,253,6,TCP,7494,34.218.119.33,172.31.15.212
20192101939,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,24576,32317,255,6,TCP,8936,172.31.15.212,34.218.119.33
20192101931,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,22533,32573,255,6,TCP,10723,172.31.15.212,34.218.119.33
20192101932,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,45281,253,6,TCP,7238,34.218.119.33,172.31.15.212
20192101933,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,45537,253,6,TCP,6982,34.218.119.33,172.31.15.212
20192101944,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,0,21504,62437,255,1,ICMP,9246,172.31.15.212,172.217.14.196
20192101945,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,0,21504,0,44,1,ICMP,6423,172.217.14.196,172.31.15.212
20192101946,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,0,18688,58104,255,17,User Datagram,44058,172.31.15.212,172.31.0.2
20192101947,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,0,28416,20238,255,17,User Datagram,6725,172.31.0.2,172.31.15.212
20192101948,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,24576,32829,255,6,TCP,8424,172.31.15.212,34.218.119.33
20192101949,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,49152,33085,255,6,TCP,49127,172.31.15.212,34.218.119.33
20192101941,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,45793,253,6,TCP,6726,34.218.119.33,172.31.15.212
20192101942,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,46049,253,6,TCP,6470,34.218.119.33,172.31.15.212
20192101943,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,28672,46305,253,6,TCP,56389,34.218.119.33,172.31.15.212
20192101944,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,24576,33341,255,6,TCP,7912,172.31.15.212,34.218.119.33
20192101945,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,2049,33597,255,6,TCP,30183,172.31.15.212,34.218.119.33
20192101946,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,46561,253,6,TCP,5958,34.218.119.33,172.31.15.212
20192101947,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,46817,253,6,TCP,5702,34.218.119.33,172.31.15.212
20192101948,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,40960,33853,255,6,TCP,56551,172.31.15.212,34.218.119.33
20192101949,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,47073,253,6,TCP,5446,34.218.119.33,172.31.15.212
20192101961,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,43008,47329,253,6,TCP,41029,34.218.119.33,172.31.15.212
20192101962,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,26624,34109,255,6,TCP,5096,172.31.15.212,34.218.119.33
20192101963,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,47585,253,6,TCP,4934,34.218.119.33,172.31.15.212
20192101984,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,63488,47841,253,6,TCP,20037,34.218.119.33,172.31.15.212
20192101985,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,40960,34365,255,6,TCP,56039,172.31.15.212,34.218.119.33
20192101986,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,48097,253,6,TCP,4422,34.218.119.33,172.31.15.212
20192101997,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,40961,48353,253,6,TCP,42052,34.218.119.33,172.31.15.212
20192101998,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,28672,34621,255,6,TCP,2536,172.31.15.212,34.218.119.33
20192101999,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,48609,253,6,TCP,3910,34.218.119.33,172.31.15.212
20192101991,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,26624,34877,255,6,TCP,4328,172.31.15.212,34.218.119.33
20192101992,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,13312,48865,253,6,TCP,3654,34.218.119.33,172.31.15.212
20192101993,0A-82-EB-6A-D2-4A,0A-C6-BB-35-81-36,8,4,20,8,28672,49121,253,6,TCP,53573,34.218.119.33,172.31.15.212
201921019114,0A-C6-BB-35-81-36,0A-82-EB-6A-D2-4A,8,4,20,8,8194,35133,255,6,TCP,22502,172.31.15.212,34.218.119.33
