eth_src_addr,eth_dst_addr,eth_prot,IP_vers,IHL,type_svc,tot_len,id,TTL,IP_prot,hdr_chksm,src_ip,dst_ip
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,26368,27549,56,6,62755,165.227.24.253,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,41728,11640,64,6,63296,192.168.1.168,165.227.24.253
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,31490,27805,56,6,57377,165.227.24.253,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,21248,11896,64,6,17985,192.168.1.168,165.227.24.253
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,12152,64,6,25665,192.168.1.168,165.227.24.253
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,21248,28061,56,6,1828,165.227.24.253,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,10240,43261,64,6,63163,192.168.1.168,165.227.24.253
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,13312,28317,56,6,9508,165.227.24.253,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,10240,43517,64,6,62907,192.168.1.168,165.227.24.253
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,13312,28573,56,6,9252,165.227.24.253,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,10240,43773,64,6,62651,192.168.1.168,165.227.24.253
1C-1B-0D-04-CE-0B,FF-FF-FF-FF-FF-FF,8,4,20,0,8961,33670,128,17,22830,192.168.1.158,192.168.1.255
1C-1B-0D-04-CE-0B,FF-FF-FF-FF-FF-FF,8,4,20,0,8961,34438,128,17,22062,192.168.1.158,192.168.1.255
1C-1B-0D-04-CE-0B,FF-FF-FF-FF-FF-FF,8,4,20,0,8961,34694,128,17,21806,192.168.1.158,192.168.1.255
1C-1B-0D-04-CE-0B,FF-FF-FF-FF-FF-FF,8,4,20,0,8961,34950,128,17,21550,192.168.1.158,192.168.1.255
1C-1B-0D-04-CE-0B,FF-FF-FF-FF-FF-FF,8,4,20,0,8961,35206,128,17,21294,192.168.1.158,192.168.1.255
10-4F-A8-F5-01-E6,01-00-5E-00-00-FB,8,4,20,0,17408,46086,255,17,45265,192.168.1.160,224.0.0.251
10-4F-A8-F5-01-E6,01-00-5E-00-00-FB,8,4,20,0,35073,46342,255,17,27344,192.168.1.160,224.0.0.251
